transfer_reference,sender_id,receiver_id,value,ccy,state,transfer_type,purpose_code,created_at
TRF-50222,CUST-1064,CUST-1215,26280.69,AED,FAILED,P2P,RENT,2026-06-03 08:30:21
TRF-50223,CUST-1011,CUST-1163,17549.99,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 04:02:21
TRF-50224,CUST-1070,EXT-IBAN-987,17287.06,AED,SUCCESS,IBAN,RENT,2026-06-14 22:19:21
TRF-50225,CUST-1095,EXT-IBAN-104,5916.71,AED,SUCCESS,IBAN,RENT,2026-06-09 06:44:21
TRF-50226,CUST-1176,CUST-1146,21705.03,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 17:15:21
TRF-50227,CUST-1026,EXT-IBAN-814,6148.17,AED,INITIATED,IBAN,PROPERTY,2026-05-30 04:40:21
TRF-50228,CUST-1231,CUST-1149,25234.23,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-15 14:39:21
TRF-50229,CUST-1290,CUST-1028,8128.3,AED,SUCCESS,P2P,SALARY,2026-06-14 09:04:21
TRF-50230,,EXT-IBAN-509,5954.05,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-04 02:09:21
TRF-50231,CUST-1002,EXT-IBAN-305,29653.76,AED,SUCCESS,IBAN,GIFT,2026-06-24 01:57:21
TRF-50232,CUST-1149,CUST-1265,8089.23,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 21:17:21
TRF-50233,CUST-1108,CUST-1104,13568.2,AED,SUCCESS,P2P,RENT,2026-05-31 18:50:21
TRF-50234,CUST-1207,CUST-1276,22214.98,AED,SUCCESS,P2P,SALARY,2026-06-08 19:24:21
TRF-50235,CUST-1129,CUST-1171,8616.91,AED,SUCCESS,P2P,PROPERTY,2026-05-27 17:22:21
TRF-50236,CUST-1143,EXT-IBAN-529,25026.61,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-07 14:40:21
TRF-50237,CUST-1047,EXT-IBAN-881,27919.33,AED,SUCCESS,IBAN,GIFT,2026-06-16 06:05:21
TRF-50238,CUST-1055,CUST-1039,8788.62,AED,SUCCESS,P2P,RENT,2026-06-11 18:17:21
TRF-50239,CUST-1024,CUST-1276,15741.48,AED,SUCCESS,P2P,PROPERTY,2026-06-21 07:05:21
TRF-50240,CUST-1130,CUST-1146,1884.47,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-04 18:50:21
TRF-50241,CUST-1197,EXT-IBAN-515,10230.92,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-19 03:03:21
TRF-50242,CUST-1052,CUST-1267,19389.5,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-22 09:20:21
TRF-50243,CUST-1025,EXT-IBAN-617,18752.74,AED,SUCCESS,IBAN,GIFT,2026-06-15 00:47:21
TRF-50244,CUST-1144,EXT-IBAN-490,14637.4,AED,SUCCESS,IBAN,PROPERTY,2026-06-07 19:03:21
TRF-50245,CUST-1079,CUST-1019,23719.78,AED,INITIATED,P2P,GIFT,2026-06-11 09:25:21
TRF-50246,CUST-1052,CUST-1247,3245.76,AED,SUCCESS,P2P,RENT,2026-06-13 12:25:21
TRF-50247,CUST-1043,EXT-IBAN-215,14127.18,AED,SUCCESS,IBAN,RENT,2026-06-18 15:06:21
TRF-50248,CUST-1081,CUST-1101,14320.89,AED,SUCCESS,P2P,SALARY,2026-06-01 14:40:21
TRF-50249,CUST-1274,CUST-1170,5728.26,AED,SUCCESS,P2P,SALARY,2026-06-11 09:49:21
TRF-50250,CUST-1167,EXT-IBAN-532,4541.04,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-24 23:00:21
TRF-50251,CUST-1296,CUST-1126,23125.39,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-26 15:08:21
TRF-50252,CUST-1072,EXT-IBAN-509,27167.38,AED,INITIATED,IBAN,RENT,2026-06-06 10:19:21
TRF-50253,CUST-1169,CUST-1034,8067.16,AED,SUCCESS,P2P,RENT,2026-06-20 05:49:21
TRF-50254,,CUST-1002,23671.36,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-14 19:44:21
TRF-50255,CUST-1245,EXT-IBAN-283,12928.43,AED,SUCCESS,IBAN,SALARY,2026-06-17 23:33:21
TRF-50256,CUST-1189,EXT-IBAN-171,21318.11,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-14 06:50:21
TRF-50257,CUST-1218,EXT-IBAN-407,7194.67,AED,SUCCESS,IBAN,RENT,2026-06-08 11:44:21
TRF-50258,CUST-1288,CUST-1274,3795.6,AED,FAILED,P2P,GIFT,2026-06-20 16:21:21
TRF-50259,CUST-1085,CUST-1284,23811.08,AED,SUCCESS,P2P,RENT,2026-06-06 17:46:21
TRF-50260,CUST-1256,CUST-1061,9605.23,AED,INITIATED,P2P,SALARY,2026-06-22 20:55:21
TRF-50261,CUST-1000,EXT-IBAN-303,1891.28,AED,SUCCESS,IBAN,GIFT,2026-05-28 17:06:21
TRF-50262,CUST-1142,CUST-1072,8891.34,AED,SUCCESS,P2P,RENT,2026-06-17 07:13:21
TRF-50263,CUST-1247,CUST-1178,20767.6,AED,SUCCESS,P2P,RENT,2026-06-18 09:52:21
TRF-50264,CUST-1296,EXT-IBAN-223,14268.37,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-01 21:07:21
TRF-50265,CUST-1204,EXT-IBAN-458,13685.01,AED,SUCCESS,IBAN,GIFT,2026-06-11 05:46:21
TRF-50266,CUST-1120,EXT-IBAN-636,23380.41,AED,SUCCESS,IBAN,GIFT,2026-05-27 17:02:21
TRF-50267,CUST-1082,EXT-IBAN-255,25196.8,AED,SUCCESS,IBAN,SALARY,2026-06-02 21:11:21
TRF-50268,CUST-1234,EXT-IBAN-300,28717.78,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-17 02:06:21
TRF-50269,CUST-1124,CUST-1132,21117.44,AED,SUCCESS,P2P,GIFT,2026-05-29 04:56:21
TRF-50270,CUST-1124,EXT-IBAN-589,22879.78,AED,SUCCESS,IBAN,RENT,2026-06-03 07:18:21
TRF-50271,CUST-1168,CUST-1042,21077.87,AED,SUCCESS,P2P,GIFT,2026-05-29 15:17:21
TRF-50272,CUST-1004,CUST-1214,1029.27,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 02:03:21
TRF-50273,CUST-1239,CUST-1133,17956.31,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-18 18:46:21
TRF-50274,CUST-1256,EXT-IBAN-619,10776.79,AED,SUCCESS,IBAN,PROPERTY,2026-05-30 03:04:21
TRF-50275,CUST-1206,EXT-IBAN-684,2784.13,AED,SUCCESS,IBAN,RENT,2026-06-02 01:22:21
TRF-50276,CUST-1198,EXT-IBAN-748,20379.42,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-23 09:22:21
TRF-50277,CUST-1253,CUST-1046,24527.74,AED,SUCCESS,P2P,RENT,2026-06-19 11:24:21
TRF-50278,CUST-1201,CUST-1158,7952.9,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-01 04:40:21
TRF-50279,CUST-1065,EXT-IBAN-785,1229.96,AED,SUCCESS,IBAN,SALARY,2026-06-10 19:52:21
TRF-50280,CUST-1279,CUST-1010,1536.4,AED,SUCCESS,P2P,SALARY,2026-05-27 16:06:21
TRF-50281,CUST-1044,CUST-1163,16806.38,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-06 04:02:21
TRF-50282,CUST-1058,CUST-1253,19568.49,AED,FAILED,P2P,GIFT,2026-06-21 18:23:21
TRF-50283,CUST-1163,CUST-1120,25358.22,AED,SUCCESS,P2P,RENT,2026-06-23 22:23:21
TRF-50284,CUST-1045,CUST-1006,1753.09,AED,SUCCESS,P2P,PROPERTY,2026-06-05 14:10:21
TRF-50285,CUST-1283,CUST-1033,3463.04,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 22:16:21
TRF-50286,CUST-1269,CUST-1088,28453.24,AED,SUCCESS,P2P,SALARY,2026-05-29 14:08:21
TRF-50287,CUST-1278,CUST-1171,18024.09,AED,SUCCESS,P2P,PROPERTY,2026-06-06 14:19:21
TRF-50288,CUST-1134,CUST-1025,19019.05,AED,SUCCESS,P2P,RENT,2026-06-23 20:22:21
TRF-50289,CUST-1087,EXT-IBAN-503,19298.78,AED,SUCCESS,IBAN,GIFT,2026-06-21 17:56:21
TRF-50290,CUST-1266,CUST-1219,25598.83,AED,REVERSED,P2P,PROPERTY,2026-06-25 00:56:21
TRF-50291,CUST-1131,EXT-IBAN-814,25411.79,AED,SUCCESS,IBAN,SALARY,2026-05-29 02:22:21
TRF-50292,CUST-1178,CUST-1018,28408.99,AED,INITIATED,P2P,SALARY,2026-06-25 01:46:21
TRF-50293,CUST-1103,EXT-IBAN-609,18581.08,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-11 12:43:21
TRF-50294,CUST-1071,CUST-1157,18211.8,AED,SUCCESS,P2P,RENT,2026-06-08 07:27:21
TRF-50295,CUST-1014,EXT-IBAN-763,3160.18,AED,SUCCESS,IBAN,RENT,2026-05-27 23:22:21
TRF-50296,CUST-1253,CUST-1260,26098.5,AED,SUCCESS,P2P,SALARY,2026-06-03 19:16:21
TRF-50297,CUST-1120,CUST-1209,15802.64,AED,INITIATED,P2P,SALARY,2026-06-10 06:06:21
TRF-50298,CUST-1082,CUST-1203,12075.47,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-08 06:38:21
TRF-50299,CUST-1227,EXT-IBAN-545,20749.34,AED,SUCCESS,IBAN,PROPERTY,2026-06-22 17:04:21
TRF-50300,CUST-1203,CUST-1229,11885.45,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-28 06:35:21
TRF-50301,CUST-1149,CUST-1237,7293.03,AED,SUCCESS,P2P,PROPERTY,2026-06-19 05:08:21
TRF-50302,CUST-1174,CUST-1165,14434.15,AED,SUCCESS,P2P,RENT,2026-05-27 01:05:21
TRF-50303,CUST-1151,EXT-IBAN-489,25166.21,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-28 05:37:21
TRF-50304,CUST-1015,CUST-1162,27557.76,AED,SUCCESS,P2P,GIFT,2026-06-14 10:33:21
TRF-50305,CUST-1168,CUST-1198,17502.23,AED,SUCCESS,P2P,GIFT,2026-06-23 21:56:21
TRF-50306,CUST-1202,CUST-1180,2829.74,AED,SUCCESS,P2P,RENT,2026-06-19 01:22:21
TRF-50307,CUST-1269,CUST-1157,1729.67,AED,INITIATED,P2P,SPLIT_BILL,2026-06-11 17:22:21
TRF-50308,CUST-1134,CUST-1094,21134.98,AED,SUCCESS,P2P,PROPERTY,2026-06-16 23:09:21
TRF-50309,CUST-1237,EXT-IBAN-457,18812.46,AED,INITIATED,IBAN,GIFT,2026-06-06 23:39:21
TRF-50310,CUST-1063,CUST-1009,26321.8,AED,SUCCESS,P2P,SALARY,2026-06-21 17:23:21
TRF-50311,CUST-1018,EXT-IBAN-955,-1,AED,WEIRD,IBAN,GIFT,2026-06-06 22:43:21
TRF-50312,CUST-1092,EXT-IBAN-252,25536.91,AED,SUCCESS,IBAN,PROPERTY,2026-06-10 18:18:21
TRF-50313,CUST-1008,CUST-1287,26598.74,AED,SUCCESS,P2P,RENT,2026-05-26 14:33:21
TRF-50314,CUST-1133,CUST-1069,27145.72,AED,INITIATED,P2P,SALARY,2026-06-07 23:57:21
TRF-50315,CUST-1293,EXT-IBAN-818,7214.58,AED,FAILED,IBAN,SALARY,2026-06-23 08:08:21
TRF-50316,CUST-1253,CUST-1167,20726.87,AED,INITIATED,P2P,SPLIT_BILL,2026-05-31 21:17:21
TRF-50317,CUST-1253,EXT-IBAN-517,21624.81,AED,SUCCESS,IBAN,RENT,2026-06-24 01:37:21
TRF-50318,CUST-1155,EXT-IBAN-761,11211.7,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-13 11:47:21
TRF-50319,CUST-1219,EXT-IBAN-489,29256.73,AED,INITIATED,IBAN,RENT,2026-06-05 14:13:21
TRF-50320,CUST-1259,CUST-1137,8935.37,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-21 08:55:21
TRF-50321,CUST-1280,EXT-IBAN-770,18917.93,AED,SUCCESS,IBAN,RENT,2026-06-17 07:55:21
TRF-50322,CUST-1153,EXT-IBAN-949,7248.11,AED,SUCCESS,IBAN,SALARY,2026-06-18 03:04:21
TRF-50323,CUST-1268,EXT-IBAN-473,27733.13,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-03 01:45:21
TRF-50324,CUST-1287,EXT-IBAN-889,24882.17,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-29 05:23:21
TRF-50325,CUST-1172,EXT-IBAN-711,998.63,AED,SUCCESS,IBAN,SALARY,2026-05-27 13:26:21
TRF-50326,CUST-1030,EXT-IBAN-918,21635.89,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-29 19:19:21
TRF-50327,CUST-1084,EXT-IBAN-574,295.31,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-13 11:30:21
TRF-50328,CUST-1023,CUST-1290,13432.76,AED,FAILED,P2P,RENT,2026-06-15 12:41:21
TRF-50329,CUST-1176,EXT-IBAN-376,29086.34,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-12 06:25:21
TRF-50330,CUST-1215,CUST-1032,16794.88,AED,SUCCESS,P2P,GIFT,2026-05-29 17:48:21
TRF-50331,CUST-1153,CUST-1002,743.63,AED,SUCCESS,P2P,PROPERTY,2026-06-11 17:08:21
TRF-50332,CUST-1116,CUST-1175,4221.11,AED,SUCCESS,P2P,PROPERTY,2026-06-04 20:41:21
TRF-50333,CUST-1251,CUST-1114,24981.45,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 16:38:21
TRF-50334,CUST-1072,CUST-1057,10610.16,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 13:52:21
TRF-50335,CUST-1183,CUST-1205,13848.54,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-15 20:20:21
TRF-50336,CUST-1176,EXT-IBAN-287,1580.82,AED,SUCCESS,IBAN,RENT,2026-06-06 16:17:21
TRF-50337,CUST-1179,CUST-1283,10299.53,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-05 07:53:21
TRF-50338,CUST-1041,EXT-IBAN-141,9759.16,AED,SUCCESS,IBAN,RENT,2026-06-06 20:32:21
TRF-50339,CUST-1183,EXT-IBAN-452,20543.68,AED,INITIATED,IBAN,RENT,2026-06-10 08:33:21
TRF-50340,CUST-1242,EXT-IBAN-238,25363.77,AED,SUCCESS,IBAN,RENT,2026-06-08 14:06:21
TRF-50341,CUST-1197,EXT-IBAN-356,25311.06,AED,SUCCESS,IBAN,SALARY,2026-06-16 07:07:21
TRF-50342,CUST-1216,EXT-IBAN-483,22886.77,AED,FAILED,IBAN,FAMILY_SUPPORT,2026-06-01 16:10:21
TRF-50343,CUST-1088,EXT-IBAN-203,910.98,AED,SUCCESS,IBAN,PROPERTY,2026-05-31 17:39:21
TRF-50344,,EXT-IBAN-501,18662.02,AED,SUCCESS,IBAN,RENT,2026-05-29 07:23:21
TRF-50345,CUST-1123,CUST-1220,25330.27,AED,SUCCESS,P2P,PROPERTY,2026-06-23 14:33:21
TRF-50346,CUST-1252,CUST-1223,9357.4,AED,SUCCESS,P2P,SALARY,2026-06-03 08:34:21
TRF-50347,CUST-1214,CUST-1064,20317.13,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-21 12:40:21
TRF-50348,CUST-1117,CUST-1143,15953.92,AED,SUCCESS,P2P,PROPERTY,2026-05-29 01:55:21
TRF-50349,CUST-1176,EXT-IBAN-614,2759.02,AED,SUCCESS,IBAN,SALARY,2026-06-24 02:22:21
TRF-50350,CUST-1124,CUST-1189,11019.72,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-01 04:36:21
TRF-50351,CUST-1126,CUST-1054,14167.85,AED,REVERSED,P2P,SPLIT_BILL,2026-06-13 21:37:21
TRF-50352,CUST-1032,EXT-IBAN-289,9970.5,AED,SUCCESS,IBAN,GIFT,2026-05-29 23:54:21
TRF-50353,CUST-1043,EXT-IBAN-298,21232.08,AED,INITIATED,IBAN,SPLIT_BILL,2026-06-23 23:17:21
TRF-50354,CUST-1043,EXT-IBAN-330,20586.0,AED,SUCCESS,IBAN,SALARY,2026-06-07 12:35:21
TRF-50355,CUST-1060,EXT-IBAN-595,3260.73,AED,SUCCESS,IBAN,RENT,2026-06-23 13:19:21
TRF-50356,CUST-1064,CUST-1239,23478.66,AED,SUCCESS,P2P,GIFT,2026-06-20 02:11:21
TRF-50357,CUST-1260,CUST-1082,12849.45,AED,INITIATED,P2P,PROPERTY,2026-06-19 00:20:21
TRF-50358,CUST-1250,CUST-1257,18575.67,AED,SUCCESS,P2P,GIFT,2026-06-20 07:23:21
TRF-50359,CUST-1290,CUST-1203,23616.04,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-17 20:29:21
TRF-50360,CUST-1247,EXT-IBAN-896,855.81,AED,SUCCESS,IBAN,PROPERTY,2026-06-24 02:42:21
TRF-50361,CUST-1000,EXT-IBAN-599,8795.92,AED,SUCCESS,IBAN,SALARY,2026-06-13 10:42:21
TRF-50362,CUST-1100,CUST-1191,8261.21,AED,SUCCESS,P2P,GIFT,2026-06-14 19:39:21
TRF-50363,CUST-1067,CUST-1003,11349.65,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-24 03:54:21
TRF-50364,CUST-1158,CUST-1109,26420.91,AED,SUCCESS,P2P,PROPERTY,2026-05-27 08:19:21
TRF-50365,CUST-1203,EXT-IBAN-563,19474.79,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-14 22:12:21
TRF-50366,CUST-1208,CUST-1139,-1,AED,WEIRD,P2P,SPLIT_BILL,2026-05-30 08:50:21
TRF-50367,CUST-1074,CUST-1274,12747.73,AED,SUCCESS,P2P,GIFT,2026-05-28 06:19:21
TRF-50368,CUST-1067,CUST-1281,2196.55,AED,FAILED,P2P,SPLIT_BILL,2026-05-28 18:56:21
TRF-50369,CUST-1192,CUST-1143,16387.49,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-08 13:42:21
TRF-50370,CUST-1280,CUST-1274,-1,AED,SUCCESS,P2P,GIFT,2026-06-07 21:49:21
TRF-50371,CUST-1198,CUST-1039,21723.76,AED,SUCCESS,P2P,RENT,2026-05-31 00:54:21
TRF-50372,CUST-1275,CUST-1121,20043.55,AED,SUCCESS,P2P,SALARY,2026-06-19 00:21:21
TRF-50373,CUST-1194,EXT-IBAN-351,14002.41,AED,SUCCESS,IBAN,PROPERTY,2026-05-28 02:15:21
TRF-50374,CUST-1246,EXT-IBAN-538,1330.12,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-29 00:08:21
TRF-50375,CUST-1242,CUST-1025,13729.72,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-27 01:56:21
TRF-50376,CUST-1014,EXT-IBAN-992,20155.19,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-12 03:33:21
TRF-50377,CUST-1003,CUST-1234,2473.76,AED,SUCCESS,P2P,PROPERTY,2026-05-30 14:32:21
TRF-50378,CUST-1155,EXT-IBAN-917,28045.47,AED,SUCCESS,IBAN,PROPERTY,2026-06-13 12:46:21
TRF-50379,CUST-1173,EXT-IBAN-452,3490.77,AED,SUCCESS,IBAN,RENT,2026-06-01 13:52:21
TRF-50380,CUST-1224,CUST-1120,20546.44,AED,SUCCESS,P2P,SALARY,2026-06-18 04:25:21
TRF-50381,CUST-1072,EXT-IBAN-868,7253.5,AED,SUCCESS,IBAN,RENT,2026-05-29 22:45:21
TRF-50382,CUST-1195,EXT-IBAN-883,13246.55,AED,SUCCESS,IBAN,GIFT,2026-06-17 05:23:21
TRF-50383,CUST-1234,EXT-IBAN-312,16356.89,AED,SUCCESS,IBAN,RENT,2026-05-27 13:30:21
TRF-50384,CUST-1071,CUST-1084,19675.54,AED,FAILED,P2P,SPLIT_BILL,2026-06-10 20:45:21
TRF-50385,CUST-1152,CUST-1154,26578.1,AED,SUCCESS,P2P,RENT,2026-06-05 19:13:21
TRF-50386,CUST-1151,CUST-1000,3357.98,AED,SUCCESS,P2P,RENT,2026-05-26 11:55:21
TRF-50387,CUST-1052,EXT-IBAN-278,8900.87,AED,SUCCESS,IBAN,GIFT,2026-06-06 03:30:21
TRF-50388,CUST-1212,EXT-IBAN-312,865.03,AED,SUCCESS,IBAN,RENT,2026-06-22 03:18:21
TRF-50389,CUST-1261,EXT-IBAN-707,27812.83,AED,SUCCESS,IBAN,RENT,2026-06-22 16:04:21
TRF-50390,CUST-1014,CUST-1001,6635.69,AED,INITIATED,P2P,PROPERTY,2026-06-15 13:10:21
TRF-50391,CUST-1116,CUST-1205,2408.8,AED,SUCCESS,P2P,PROPERTY,2026-06-17 02:29:21
TRF-50392,CUST-1085,CUST-1058,1776.65,AED,SUCCESS,P2P,PROPERTY,2026-05-27 07:09:21
TRF-50393,CUST-1135,CUST-1022,22297.66,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-19 11:44:21
TRF-50394,CUST-1231,CUST-1278,15431.21,AED,SUCCESS,P2P,RENT,2026-05-28 22:52:21
TRF-50395,CUST-1044,CUST-1010,13418.18,AED,SUCCESS,P2P,RENT,2026-06-22 13:20:21
TRF-50396,CUST-1229,EXT-IBAN-442,21886.5,AED,FAILED,IBAN,PROPERTY,2026-05-27 17:12:21
TRF-50397,CUST-1297,EXT-IBAN-391,18747.25,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-06 03:56:21
TRF-50398,CUST-1251,CUST-1054,8410.82,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 02:08:21
TRF-50399,CUST-1048,EXT-IBAN-629,16059.39,AED,SUCCESS,IBAN,GIFT,2026-06-11 04:49:21
TRF-50400,CUST-1160,EXT-IBAN-316,7335.46,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-18 04:03:21
TRF-50401,CUST-1187,CUST-1236,13486.51,AED,SUCCESS,P2P,SALARY,2026-06-13 23:47:21
TRF-50402,CUST-1214,EXT-IBAN-205,18283.63,AED,SUCCESS,IBAN,RENT,2026-06-13 03:06:21
TRF-50403,CUST-1293,CUST-1045,6377.21,AED,INITIATED,P2P,SALARY,2026-05-28 23:03:21
TRF-50404,CUST-1271,CUST-1200,5042.36,AED,SUCCESS,P2P,GIFT,2026-06-15 02:51:21
TRF-50405,CUST-1039,CUST-1255,14837.86,AED,SUCCESS,P2P,SALARY,2026-05-28 14:53:21
TRF-50406,CUST-1113,CUST-1199,20747.04,AED,SUCCESS,P2P,GIFT,2026-05-26 19:17:21
TRF-50407,CUST-1240,CUST-1039,15830.16,AED,SUCCESS,P2P,PROPERTY,2026-06-13 03:36:21
TRF-50408,CUST-1028,CUST-1158,20193.03,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-28 02:49:21
TRF-50409,CUST-1170,EXT-IBAN-628,10285.3,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-24 12:06:21
TRF-50410,CUST-1246,CUST-1078,29975.76,AED,SUCCESS,P2P,PROPERTY,2026-06-21 16:42:21
TRF-50411,CUST-1175,CUST-1164,24271.22,AED,SUCCESS,P2P,PROPERTY,2026-06-01 00:32:21
TRF-50412,CUST-1285,CUST-1165,2049.73,AED,FAILED,P2P,SPLIT_BILL,2026-06-24 12:56:21
TRF-50413,CUST-1054,EXT-IBAN-283,29744.16,AED,FAILED,IBAN,FAMILY_SUPPORT,2026-06-19 09:46:21
TRF-50414,CUST-1277,CUST-1062,17164.88,AED,SUCCESS,P2P,SPLIT_BILL,2026-05-27 13:36:21
TRF-50415,CUST-1128,CUST-1284,2859.79,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 20:38:21
TRF-50416,CUST-1240,CUST-1004,15663.43,AED,FAILED,P2P,SPLIT_BILL,2026-06-20 23:30:21
TRF-50417,CUST-1156,CUST-1219,23658.38,AED,SUCCESS,P2P,RENT,2026-06-19 01:48:21
TRF-50418,CUST-1016,EXT-IBAN-846,22490.29,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-22 05:11:21
TRF-50419,CUST-1096,EXT-IBAN-595,28373.96,AED,SUCCESS,IBAN,RENT,2026-06-02 23:38:21
TRF-50420,CUST-1105,CUST-1034,18669.92,AED,SUCCESS,P2P,RENT,2026-06-14 20:33:21
TRF-50421,CUST-1069,EXT-IBAN-809,19723.03,AED,FAILED,IBAN,SPLIT_BILL,2026-06-15 04:16:21
TRF-50422,CUST-1067,CUST-1156,19407.86,AED,FAILED,P2P,SPLIT_BILL,2026-06-18 07:44:21
TRF-50423,CUST-1210,CUST-1031,7406.72,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-21 03:56:21
TRF-50424,CUST-1048,EXT-IBAN-114,3041.35,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-05 04:14:21
TRF-50425,CUST-1283,EXT-IBAN-879,8159.0,AED,INITIATED,IBAN,SALARY,2026-06-17 09:40:21
TRF-50426,,EXT-IBAN-350,18047.64,AED,SUCCESS,IBAN,RENT,2026-06-23 14:39:21
TRF-50427,CUST-1263,CUST-1060,2000.51,AED,SUCCESS,P2P,RENT,2026-06-10 15:35:21
TRF-50428,CUST-1145,CUST-1294,14875.03,AED,SUCCESS,P2P,PROPERTY,2026-06-06 16:53:21
TRF-50429,CUST-1239,CUST-1098,9365.83,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-20 23:04:21
TRF-50430,CUST-1028,EXT-IBAN-195,24748.32,AED,SUCCESS,IBAN,GIFT,2026-06-06 03:10:21
TRF-50431,CUST-1102,CUST-1013,9619.77,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-02 08:17:21
TRF-50432,CUST-1089,CUST-1018,11497.82,AED,SUCCESS,P2P,RENT,2026-05-29 03:24:21
TRF-50433,CUST-1088,EXT-IBAN-714,17116.93,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-22 14:59:21
TRF-50434,CUST-1128,CUST-1291,2009.48,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-17 08:41:21
TRF-50435,CUST-1156,CUST-1118,19628.46,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-16 10:42:21
TRF-50436,CUST-1090,EXT-IBAN-789,-1,AED,WEIRD,IBAN,RENT,2026-06-03 20:49:21
TRF-50437,CUST-1264,EXT-IBAN-790,6940.66,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-26 13:43:21
TRF-50438,CUST-1269,EXT-IBAN-204,27080.77,AED,SUCCESS,IBAN,SALARY,2026-06-21 13:22:21
TRF-50439,CUST-1185,EXT-IBAN-894,5313.05,AED,SUCCESS,IBAN,SALARY,2026-06-02 07:14:21
TRF-50440,CUST-1068,EXT-IBAN-735,10338.59,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-31 14:03:21
TRF-50441,CUST-1177,CUST-1295,22785.59,AED,SUCCESS,P2P,SALARY,2026-06-09 11:09:21
TRF-50442,CUST-1139,EXT-IBAN-723,27638.84,AED,SUCCESS,IBAN,GIFT,2026-05-29 13:21:21
TRF-50443,CUST-1216,EXT-IBAN-926,6325.4,AED,SUCCESS,IBAN,GIFT,2026-06-18 23:45:21
TRF-50444,CUST-1168,EXT-IBAN-514,13764.31,AED,SUCCESS,IBAN,PROPERTY,2026-06-19 12:56:21
TRF-50445,CUST-1140,CUST-1174,15284.33,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-07 18:11:21
