txn_id,card_holder_id,txn_amount,txn_currency,txn_status,merchant_name,card_last4,mcc,txn_epoch
CARD-90622,CUST-1218,1509.34,AED,AUTH,Noon.com,2756,5942,1780027881
CARD-90623,CUST-1026,722.63,AED,SETTLED,ADNOC Station,8444,5541,1779977421
CARD-90624,CUST-1206,2509.76,AED,SETTLED,Noon.com,0556,5942,1782082641
CARD-90625,CUST-1088,2753.5,AED,AUTH,Talabat,6150,5814,1781717961
CARD-90626,CUST-1237,2635.78,AED,AUTH,Namshi,6260,5651,1780833261
CARD-90627,CUST-1059,51.35,AED,SETTLED,Deliveroo UAE,1999,5814,1780484301
CARD-90628,CUST-1293,903.62,AED,SETTLED,Apple Store UAE,7856,5732,1782300861
CARD-90629,CUST-1247,728.48,AED,AUTH,IKEA UAE,7105,5712,1780478181
CARD-90630,CUST-1275,258.68,AED,SETTLED,Deliveroo UAE,6640,5814,1782353781
CARD-90631,CUST-1299,260.41,USD,SETTLED,Steam,2033,5816,1780436121
CARD-90632,CUST-1092,3590.92,AED,SETTLED,Namshi,2948,5651,1781469201
CARD-90633,CUST-1065,-496.57,AED,AUTH,Deliveroo UAE,2641,5814,1781924241
CARD-90634,CUST-1063,343.02,AED,SETTLED,Carrefour Dubai,4891,5411,1780514961
CARD-90635,CUST-1000,3908.53,AED,SETTLED,Careem,4925,4121,1781942001
CARD-90636,CUST-1227,2638.33,AED,SETTLED,Talabat,9454,5814,1782362781
CARD-90637,CUST-1261,2426.66,AED,SETTLED,Deliveroo UAE,1622,5814,1780967361
CARD-90638,CUST-1153,756.35,USD,SETTLED,Amazon US,2198,5999,1781197941
CARD-90639,CUST-1216,1113.2,AED,SETTLED,Deliveroo UAE,9008,5814,1781900061
CARD-90640,CUST-1042,1603.24,AED,SETTLED,Noon.com,6968,5942,1780346661
CARD-90641,CUST-1137,286.88,AED,AUTH,Amazon.ae,3156,5999,1780748901
CARD-90642,CUST-1083,3282.93,AED,SETTLED,Namshi,2514,5651,1779949461
CARD-90643,CUST-1126,108.51,AED,SETTLED,Careem,4425,4121,1781872221
CARD-90644,CUST-1168,1630.09,AED,AUTH,Apple Store UAE,1457,5732,1780550181
CARD-90645,CUST-1115,589.59,AED,SETTLED,Talabat,0161,5814,1781085981
CARD-90646,CUST-1053,1517.64,AED,SETTLED,Amazon.ae,2879,5999,1781220021
CARD-90647,CUST-1250,3286.27,AED,SETTLED,IKEA UAE,8666,5712,1780241181
CARD-90648,CUST-1050,2208.41,AED,SETTLED,Talabat,2797,5814,1781375181
CARD-90649,CUST-1272,1383.97,AED,SETTLED,Noon.com,9742,5942,1781517021
CARD-90650,CUST-1004,514.65,AED,AUTH,IKEA UAE,8414,5712,1780761621
CARD-90651,CUST-1136,1518.31,AED,SETTLED,Noon.com,6064,5942,1780525881
CARD-90652,CUST-1234,1675.88,AED,SETTLED,IKEA UAE,7191,5712,1781722521
CARD-90653,CUST-1219,1150.84,AED,SETTLED,Apple Store UAE,3748,5732,1782285621
CARD-90654,CUST-1160,1629.03,AED,SETTLED,Talabat,1302,5814,1781570661
CARD-90655,CUST-1029,664.63,AED,SETTLED,Lulu Hypermarket,4683,5411,1781997321
CARD-90656,CUST-1217,3848.85,AED,AUTH,Carrefour Dubai,8334,5411,1781498001
CARD-90657,CUST-1272,2062.47,AED,AUTH,ADNOC Station,2042,5541,1781924961
CARD-90658,CUST-1217,34.12,AED,AUTH,Sharaf DG,8754,5732,1780823961
CARD-90659,CUST-1270,2646.39,AED,AUTH,Sharaf DG,9981,5732,1780926021
CARD-90660,CUST-1268,2699.72,AED,SETTLED,Noon.com,2864,5942,1780518561
CARD-90661,CUST-1026,1416.4,AED,SETTLED,Apple Store UAE,8118,5732,1781253081
CARD-90662,CUST-1127,1355.14,AED,SETTLED,Lulu Hypermarket,1931,5411,1781247861
CARD-90663,CUST-1291,856.2,AED,SETTLED,Talabat,3562,5814,1779856701
CARD-90664,CUST-1018,2064.54,AED,SETTLED,Namshi,7999,5651,1781442381
CARD-90665,CUST-1181,1317.56,USD,SETTLED,Steam,0084,5816,1780771701
CARD-90666,CUST-1051,1421.36,AED,SETTLED,Careem,8061,4121,1780596921
CARD-90667,CUST-1249,1645.82,AED,SETTLED,Noon.com,2549,5942,1782070341
CARD-90668,CUST-1153,1584.46,AED,SETTLED,ADNOC Station,7017,5541,1781487741
CARD-90669,CUST-1224,439.24,AED,AUTH,Talabat,7198,5814,1780677621
CARD-90670,CUST-1101,28.21,AED,SETTLED,Careem,3105,4121,1780432101
CARD-90671,CUST-1016,2976.98,AED,SETTLED,Careem,3260,4121,1781237901
CARD-90672,CUST-1250,479.58,AED,SETTLED,Talabat,8119,5814,1781183301
CARD-90673,CUST-1204,3005.6,AED,SETTLED,Deliveroo UAE,6370,5814,1780981701
CARD-90674,CUST-1176,508.86,AED,SETTLED,Carrefour Dubai,0223,5411,1780004781
CARD-90675,CUST-1219,3320.19,AED,SETTLED,Namshi,0131,5651,1781482341
CARD-90676,CUST-1219,335.05,AED,SETTLED,ADNOC Station,2498,5541,1780280961
CARD-90677,CUST-1134,3068.08,AED,AUTH,Talabat,4052,5814,1780917981
CARD-90678,CUST-1052,2827.31,AED,AUTH,ADNOC Station,8230,5541,1780932081
CARD-90679,CUST-1076,2517.49,AED,SETTLED,IKEA UAE,1973,5712,1779912681
CARD-90680,CUST-1218,3716.75,EUR,SETTLED,Booking.com,3270,4722,1780310481
CARD-90681,CUST-1118,2102.26,USD,SETTLED,Steam,5507,5816,1782001641
CARD-90682,CUST-1155,2577.27,USD,SETTLED,Steam,4411,5816,1781997681
CARD-90683,CUST-1163,1675.21,AED,SETTLED,Sharaf DG,2977,5732,1781871861
CARD-90684,CUST-1241,851.85,USD,SETTLED,AliExpress,9937,5999,1780226961
CARD-90685,CUST-1155,1457.51,AED,SETTLED,ADNOC Station,1587,5541,1781866941
CARD-90686,CUST-1185,1328.19,AED,DECLINED,Noon.com,9648,5942,1781095521
CARD-90687,CUST-1299,1107.41,AED,SETTLED,Namshi,1429,5651,1780764621
CARD-90688,CUST-1021,2409.33,AED,SETTLED,Sharaf DG,3120,5732,1779799941
CARD-90689,CUST-1279,304.14,AED,SETTLED,Lulu Hypermarket,5618,5411,1780575201
CARD-90690,CUST-1078,2136.56,AED,SETTLED,Amazon.ae,2094,5999,1779966801
CARD-90691,CUST-1286,3566.89,AED,SETTLED,Talabat,5996,5814,1781976561
CARD-90692,CUST-1214,275.5,AED,SETTLED,Careem,8255,4121,1781564181
CARD-90693,CUST-1066,2788.34,AED,SETTLED,Talabat,0744,5814,1782244881
CARD-90694,CUST-1203,2964.16,EUR,SETTLED,Booking.com,8723,4722,1782165861
CARD-90695,CUST-1260,1753.79,AED,SETTLED,Noon.com,9215,5942,1781159421
CARD-90696,CUST-1001,831.66,AED,SETTLED,Talabat,9369,5814,1781389761
CARD-90697,CUST-1268,1824.49,AED,SETTLED,Apple Store UAE,4971,5732,1780635261
CARD-90698,CUST-1087,2210.84,AED,SETTLED,Talabat,0747,5814,1780672161
CARD-90699,CUST-1142,596.82,AED,SETTLED,Namshi,4430,5651,1781096301
CARD-90700,CUST-1107,3958.2,EUR,SETTLED,Booking.com,1903,4722,1780126581
CARD-90701,CUST-1166,-3889.01,AED,BOGUS,IKEA UAE,8999,5712,1782232521
CARD-90702,CUST-1029,1183.11,AED,AUTH,IKEA UAE,0170,5712,1780145541
CARD-90703,CUST-1008,711.06,AED,SETTLED,Talabat,9556,5814,1781816121
CARD-90704,CUST-1131,3782.9,AED,AUTH,Careem,9901,4121,1782235641
CARD-90705,CUST-1104,1300.43,AED,SETTLED,Amazon.ae,6479,5999,1780174101
CARD-90706,CUST-1075,1738.44,AED,SETTLED,Sharaf DG,1535,5732,1782139941
CARD-90707,CUST-1251,759.5,AED,DECLINED,Noon.com,2955,5942,1781936301
CARD-90708,CUST-1201,3541.59,EUR,AUTH,Booking.com,9958,4722,1780419921
CARD-90709,CUST-1206,984.79,AED,SETTLED,Careem,8630,4121,1780930461
CARD-90710,CUST-1193,2415.16,AED,SETTLED,Carrefour Dubai,0339,5411,1781899821
CARD-90711,CUST-1042,533.06,USD,SETTLED,Amazon US,2336,5999,1779833361
CARD-90712,CUST-1054,3830.68,AED,SETTLED,Carrefour Dubai,5544,5411,1781211021
CARD-90713,CUST-1288,1924.3,AED,SETTLED,Noon.com,2672,5942,1780724601
CARD-90714,CUST-1136,228.22,AED,AUTH,Amazon.ae,8906,5999,1780571541
CARD-90715,CUST-1052,2180.85,AED,SETTLED,Lulu Hypermarket,6804,5411,1782163641
CARD-90716,CUST-1197,910.57,AED,SETTLED,Carrefour Dubai,5788,5411,1780826961
CARD-90717,CUST-1057,1542.05,AED,SETTLED,Namshi,2778,5651,1781563641
CARD-90718,CUST-1170,1432.45,AED,SETTLED,Talabat,5906,5814,1779960921
CARD-90719,CUST-1091,2420.0,AED,SETTLED,Carrefour Dubai,8691,5411,1780715541
CARD-90720,CUST-1154,605.13,AED,SETTLED,Careem,4702,4121,1782132681
CARD-90721,CUST-1135,2648.62,AED,DECLINED,ADNOC Station,1251,5541,1781986461
CARD-90722,CUST-1075,3112.25,AED,SETTLED,Noon.com,2421,5942,1780563081
CARD-90723,CUST-1057,3259.53,AED,SETTLED,ADNOC Station,7003,5541,1781319321
CARD-90724,CUST-1065,1295.6,AED,SETTLED,Lulu Hypermarket,6308,5411,1780463661
CARD-90725,CUST-1211,2775.22,AED,SETTLED,ADNOC Station,5463,5541,1780858341
CARD-90726,CUST-1281,1535.82,AED,SETTLED,Amazon.ae,8826,5999,1780173681
CARD-90727,CUST-1297,1541.59,AED,DECLINED,Amazon.ae,6911,5999,1781948961
CARD-90728,CUST-1044,881.24,AED,SETTLED,Sharaf DG,5926,5732,1780041021
CARD-90729,CUST-1242,-1452.78,AED,SETTLED,Carrefour Dubai,0976,5411,1779809301
CARD-90730,CUST-1073,1182.32,AED,SETTLED,Noon.com,6898,5942,1780567581
CARD-90731,CUST-1060,2989.25,AED,AUTH,Carrefour Dubai,2344,5411,1780950741
CARD-90732,CUST-1054,1489.88,USD,AUTH,Steam,9529,5816,1781389341
CARD-90733,CUST-1187,125.59,AED,SETTLED,Noon.com,1294,5942,1781815461
CARD-90734,CUST-1093,603.12,USD,SETTLED,Steam,2295,5816,1782012561
CARD-90735,CUST-1172,1883.39,AED,SETTLED,Talabat,0216,5814,1781582481
CARD-90736,CUST-1088,133.32,AED,SETTLED,Namshi,2627,5651,1780234821
CARD-90737,CUST-1232,-3793.23,AED,SETTLED,Namshi,9372,5651,1780327881
CARD-90738,CUST-1139,3726.14,AED,SETTLED,Careem,8544,4121,1780519041
CARD-90739,CUST-1028,851.4,AED,SETTLED,Sharaf DG,6427,5732,1780230321
CARD-90740,CUST-1039,2422.31,AED,AUTH,Apple Store UAE,7674,5732,1780687461
CARD-90741,CUST-1084,3309.88,AED,SETTLED,Careem,6086,4121,1781919621
CARD-90742,CUST-1185,422.08,AED,SETTLED,Lulu Hypermarket,5496,5411,1780400541
CARD-90743,CUST-1108,430.33,AED,SETTLED,Apple Store UAE,0179,5732,1779932841
CARD-90744,CUST-1016,810.9,AED,SETTLED,Apple Store UAE,4410,5732,1781158041
CARD-90745,CUST-1247,2257.14,AED,SETTLED,Carrefour Dubai,0787,5411,1781344041
CARD-90746,CUST-1144,3922.26,AED,SETTLED,Carrefour Dubai,8195,5411,1781715261
CARD-90747,CUST-1066,1426.57,AED,AUTH,Sharaf DG,1595,5732,1781509401
CARD-90748,CUST-1076,408.51,AED,SETTLED,Apple Store UAE,9620,5732,1781135961
CARD-90749,CUST-1077,1164.03,AED,AUTH,Carrefour Dubai,7587,5411,1781732541
CARD-90750,CUST-1110,930.12,AED,AUTH,Sharaf DG,2307,5732,1780155381
CARD-90751,CUST-1267,2067.62,AED,REVERSED,Apple Store UAE,5593,5732,1780103421
CARD-90752,CUST-1220,1444.46,AED,SETTLED,Talabat,6350,5814,1780491921
CARD-90753,CUST-1078,304.62,AED,SETTLED,IKEA UAE,8151,5712,1781127861
CARD-90754,CUST-1044,2190.81,USD,SETTLED,AliExpress,1541,5999,1781276421
CARD-90755,CUST-1143,650.08,AED,SETTLED,Talabat,5952,5814,1781228481
CARD-90756,CUST-1242,1035.49,USD,SETTLED,Steam,7242,5816,1781785521
CARD-90757,CUST-1249,3886.86,AED,SETTLED,Lulu Hypermarket,5955,5411,1780011021
CARD-90758,CUST-1066,3668.97,AED,SETTLED,IKEA UAE,6008,5712,1780587501
CARD-90759,CUST-1211,1497.86,AED,SETTLED,Deliveroo UAE,7374,5814,1781357661
CARD-90760,CUST-1029,175.49,AED,DECLINED,Namshi,4011,5651,1782031161
CARD-90761,CUST-1148,3412.97,AED,SETTLED,Noon.com,2592,5942,1780978521
CARD-90762,CUST-1236,1555.95,AED,AUTH,Amazon.ae,1531,5999,1782180981
CARD-90763,CUST-1238,3601.01,AED,SETTLED,Apple Store UAE,1406,5732,1781105061
CARD-90764,CUST-1102,3074.03,AED,SETTLED,Careem,5385,4121,1780079301
CARD-90765,CUST-1243,1947.75,AED,SETTLED,IKEA UAE,4560,5712,1779838881
CARD-90766,CUST-1109,586.33,AED,SETTLED,ADNOC Station,9309,5541,1781120061
CARD-90767,CUST-1185,254.29,AED,SETTLED,Careem,7756,4121,1782325821
CARD-90768,CUST-1216,3810.82,AED,SETTLED,Carrefour Dubai,4129,5411,1781277021
CARD-90769,CUST-1041,1099.25,AED,SETTLED,Lulu Hypermarket,7396,5411,1781724501
CARD-90770,CUST-1094,3572.83,AED,SETTLED,Namshi,1514,5651,1781397141
CARD-90771,CUST-1178,662.31,AED,SETTLED,Talabat,7890,5814,1781494821
CARD-90772,CUST-1223,3862.53,AED,SETTLED,Noon.com,9344,5942,1780398741
CARD-90773,CUST-1296,315.85,EUR,SETTLED,Booking.com,2369,4722,1780197921
CARD-90774,CUST-1162,2972.63,AED,SETTLED,Sharaf DG,2465,5732,1782250521
CARD-90775,CUST-1058,3457.88,AED,AUTH,ADNOC Station,6658,5541,1780069761
CARD-90776,CUST-1064,3773.58,AED,AUTH,ADNOC Station,7361,5541,1780109121
CARD-90777,CUST-1096,878.4,AED,SETTLED,Carrefour Dubai,8947,5411,1780416321
CARD-90778,CUST-1097,1395.6,AED,AUTH,Amazon.ae,9450,5999,1780727781
CARD-90779,CUST-1157,69.68,AED,SETTLED,Deliveroo UAE,2043,5814,1782199041
CARD-90780,CUST-1180,1659.14,AED,SETTLED,ADNOC Station,8887,5541,1781837901
CARD-90781,CUST-1090,457.95,AED,SETTLED,Deliveroo UAE,7018,5814,1780315221
CARD-90782,CUST-1195,2173.34,AED,SETTLED,Noon.com,7167,5942,1781235861
CARD-90783,CUST-1053,3981.48,AED,SETTLED,Lulu Hypermarket,0269,5411,1781568861
CARD-90784,CUST-1278,3001.02,AED,SETTLED,ADNOC Station,7276,5541,1782109101
CARD-90785,CUST-1215,1163.17,AED,SETTLED,Namshi,3651,5651,1781174601
CARD-90786,CUST-1240,786.26,AED,SETTLED,Lulu Hypermarket,5744,5411,1780680561
CARD-90787,CUST-1202,3632.43,AED,SETTLED,Careem,6138,4121,1782057321
CARD-90788,CUST-1135,3519.03,AED,SETTLED,Talabat,6794,5814,1780901601
CARD-90789,CUST-1013,135.54,USD,SETTLED,Steam,6134,5816,1780924701
CARD-90790,CUST-1171,2401.78,AED,SETTLED,Sharaf DG,9374,5732,1780456521
CARD-90791,CUST-1201,774.68,AED,SETTLED,Careem,9467,4121,1781247261
CARD-90792,CUST-1088,3909.54,AED,SETTLED,Careem,5212,4121,1781395041
CARD-90793,CUST-1064,2841.55,AED,SETTLED,Lulu Hypermarket,1939,5411,1781229081
CARD-90794,CUST-1283,3667.08,AED,SETTLED,Namshi,5282,5651,1780549221
CARD-90795,CUST-1078,51.09,AED,SETTLED,Careem,8907,4121,1781413221
CARD-90796,CUST-1066,106.03,USD,SETTLED,Steam,5867,5816,1780843401
CARD-90797,CUST-1274,1191.21,AED,SETTLED,Amazon.ae,6194,5999,1780929141
CARD-90798,CUST-1073,336.44,AED,AUTH,Talabat,0379,5814,1781281881
CARD-90799,CUST-1062,448.17,AED,SETTLED,Lulu Hypermarket,2323,5411,1780600221
CARD-90800,CUST-1185,314.14,AED,SETTLED,Lulu Hypermarket,6402,5411,1781598741
CARD-90801,CUST-1039,298.94,AED,SETTLED,Careem,6879,4121,1781413881
CARD-90802,CUST-1092,3235.15,AED,SETTLED,ADNOC Station,0166,5541,1781682681
CARD-90803,CUST-1016,2428.59,AED,SETTLED,Namshi,5616,5651,1780631061
CARD-90804,CUST-1002,2401.97,AED,SETTLED,IKEA UAE,8548,5712,1780731921
CARD-90805,CUST-1274,2426.41,AED,SETTLED,Amazon.ae,8486,5999,1781494281
CARD-90806,CUST-1111,463.58,AED,SETTLED,Deliveroo UAE,5366,5814,1781359941
CARD-90807,CUST-1137,3759.69,AED,SETTLED,Sharaf DG,7890,5732,1780053741
CARD-90808,CUST-1150,2208.23,AED,SETTLED,Sharaf DG,8123,5732,1780049061
CARD-90809,CUST-1101,1004.12,AED,AUTH,Amazon.ae,4605,5999,1780415601
CARD-90810,CUST-1105,1249.78,AED,DECLINED,IKEA UAE,7992,5712,1781926161
CARD-90811,CUST-1163,2989.58,AED,SETTLED,IKEA UAE,1762,5712,1780421481
CARD-90812,CUST-1032,1414.9,AED,SETTLED,IKEA UAE,2740,5712,1781573481
CARD-90813,CUST-1150,2349.54,AED,SETTLED,Talabat,8691,5814,1780187841
CARD-90814,CUST-1219,3237.12,EUR,SETTLED,Booking.com,5861,4722,1782246861
CARD-90815,CUST-1160,1491.0,AED,SETTLED,Deliveroo UAE,0157,5814,1781536101
CARD-90816,CUST-1290,859.02,USD,SETTLED,AliExpress,3811,5999,1780063401
CARD-90817,CUST-1111,852.64,AED,SETTLED,IKEA UAE,9190,5712,1781675121
CARD-90818,CUST-1215,303.92,AED,AUTH,Namshi,7130,5651,1780622121
CARD-90819,CUST-1252,203.39,AED,SETTLED,Amazon.ae,0766,5999,1781415501
CARD-90820,CUST-1167,1813.88,AED,SETTLED,Lulu Hypermarket,6272,5411,1780607781
CARD-90821,CUST-1294,2576.45,USD,SETTLED,Amazon US,7565,5999,1782072381
CARD-90822,CUST-1273,152.85,AED,SETTLED,Careem,0640,4121,1779907581
CARD-90823,CUST-1212,385.0,USD,DECLINED,Steam,4931,5816,1781118741
CARD-90824,CUST-1160,323.67,AED,SETTLED,Careem,0771,4121,1781884161
CARD-90825,CUST-1062,1975.88,AED,SETTLED,ADNOC Station,1683,5541,1780154181
CARD-90826,CUST-1165,559.24,USD,AUTH,Amazon US,7138,5999,1780202841
CARD-90827,CUST-1188,3609.59,AED,SETTLED,Sharaf DG,0080,5732,1781240781
CARD-90828,CUST-1022,3533.86,AED,SETTLED,Talabat,0786,5814,1780711161
CARD-90829,CUST-1194,2753.25,USD,SETTLED,AliExpress,2790,5999,1781558841
CARD-90830,CUST-1075,509.52,AED,DECLINED,Lulu Hypermarket,9570,5411,1782161481
CARD-90831,CUST-1062,2549.43,AED,SETTLED,Careem,8644,4121,1781561121
CARD-90832,CUST-1164,3905.52,AED,REVERSED,ADNOC Station,7908,5541,1780650381
CARD-90833,CUST-1180,2846.97,AED,SETTLED,Talabat,3971,5814,1781859921
CARD-90834,CUST-1038,2781.39,AED,SETTLED,Amazon.ae,0987,5999,1781371881
CARD-90835,CUST-1096,3274.95,AED,SETTLED,ADNOC Station,1712,5541,1780343661
CARD-90836,CUST-1160,2058.14,AED,REVERSED,Apple Store UAE,5108,5732,1781218401
CARD-90837,CUST-1066,427.11,AED,SETTLED,Apple Store UAE,5957,5732,1780208961
CARD-90838,CUST-1204,2056.29,AED,SETTLED,IKEA UAE,1124,5712,1780484901
CARD-90839,CUST-1295,3806.22,AED,AUTH,Talabat,1672,5814,1781361741
CARD-90840,CUST-1008,445.25,AED,SETTLED,Sharaf DG,3064,5732,1780309401
CARD-90841,CUST-1135,1813.3,AED,SETTLED,Apple Store UAE,9016,5732,1782355161
CARD-90842,CUST-1220,1590.73,AED,SETTLED,Noon.com,5467,5942,1780652601
CARD-90843,CUST-1195,201.29,AED,DECLINED,Lulu Hypermarket,6923,5411,1781159121
CARD-90844,CUST-1271,2378.23,AED,SETTLED,Noon.com,8087,5942,1782171861
CARD-90845,CUST-1056,2587.15,AED,SETTLED,Carrefour Dubai,1887,5411,1780603821
CARD-90846,CUST-1272,958.87,USD,SETTLED,AliExpress,4513,5999,1781271081
CARD-90847,CUST-1201,1621.21,AED,SETTLED,Sharaf DG,3602,5732,1780714221
CARD-90848,CUST-1087,1983.21,AED,SETTLED,Talabat,5695,5814,1781122221
CARD-90849,CUST-1048,2936.86,AED,SETTLED,Talabat,8245,5814,1781153841
CARD-90850,CUST-1122,1224.77,AED,SETTLED,Sharaf DG,5162,5732,1781968221
CARD-90851,CUST-1072,3599.98,AED,SETTLED,Deliveroo UAE,7775,5814,1781297541
CARD-90852,CUST-1087,3525.62,USD,AUTH,AliExpress,0159,5999,1781655981
CARD-90853,CUST-1126,9.02,AED,SETTLED,IKEA UAE,1792,5712,1782289341
CARD-90854,CUST-1268,3342.26,USD,SETTLED,AliExpress,2741,5999,1779805581
CARD-90855,CUST-1171,1221.89,AED,SETTLED,Lulu Hypermarket,8039,5411,1781650101
CARD-90856,CUST-1129,2655.32,AED,SETTLED,Talabat,7516,5814,1781139261
CARD-90857,CUST-1265,-1338.29,AED,SETTLED,Sharaf DG,7935,5732,1781512521
CARD-90858,CUST-1075,2561.0,AED,SETTLED,Sharaf DG,3608,5732,1782018321
CARD-90859,CUST-1295,128.46,AED,DECLINED,ADNOC Station,7056,5541,1781859921
CARD-90860,CUST-1193,3682.99,AED,AUTH,Amazon.ae,1768,5999,1782121161
CARD-90861,CUST-1230,2181.94,AED,SETTLED,Namshi,2866,5651,1781431881
CARD-90862,CUST-1213,1567.15,AED,SETTLED,Deliveroo UAE,5067,5814,1780462701
CARD-90863,CUST-1062,1376.38,AED,SETTLED,Sharaf DG,7455,5732,1780868181
CARD-90864,CUST-1004,1157.19,AED,SETTLED,Deliveroo UAE,2410,5814,1781574501
CARD-90865,CUST-1083,2497.06,AED,SETTLED,Talabat,7976,5814,1780390401
CARD-90866,CUST-1111,1818.16,AED,SETTLED,Carrefour Dubai,9716,5411,1781899281
CARD-90867,CUST-1000,1724.14,AED,SETTLED,Carrefour Dubai,4119,5411,1781756481
CARD-90868,CUST-1287,2662.98,AED,SETTLED,Apple Store UAE,1409,5732,1780197501
CARD-90869,CUST-1299,790.93,AED,SETTLED,Sharaf DG,4764,5732,1780158741
CARD-90870,CUST-1197,998.67,AED,SETTLED,Deliveroo UAE,6539,5814,1781359041
CARD-90871,CUST-1159,3681.18,AED,SETTLED,Talabat,9239,5814,1781368941
CARD-90872,CUST-1102,561.01,AED,SETTLED,IKEA UAE,2223,5712,1780887261
CARD-90873,CUST-1290,346.96,AED,AUTH,Talabat,7555,5814,1779946161
CARD-90874,CUST-1269,388.69,AED,SETTLED,Careem,5132,4121,1781549301
CARD-90875,CUST-1218,1876.17,AED,SETTLED,Deliveroo UAE,6889,5814,1780329621
CARD-90876,CUST-1215,110.56,AED,SETTLED,Apple Store UAE,2303,5732,1781199681
CARD-90877,CUST-1191,2323.39,AED,SETTLED,Amazon.ae,8900,5999,1780809921
CARD-90878,CUST-1201,3022.56,AED,SETTLED,Carrefour Dubai,6601,5411,1781436561
CARD-90879,CUST-1027,1843.58,AED,SETTLED,Apple Store UAE,0896,5732,1781110221
CARD-90880,CUST-1049,1337.27,AED,SETTLED,Lulu Hypermarket,9264,5411,1780950321
CARD-90881,CUST-1299,490.16,AED,AUTH,Carrefour Dubai,8369,5411,1779890001
CARD-90882,CUST-1287,2067.47,EUR,DECLINED,Booking.com,8115,4722,1780796661
CARD-90883,CUST-1154,3409.76,AED,AUTH,Namshi,5093,5651,1781978481
CARD-90884,CUST-1102,2496.54,AED,SETTLED,ADNOC Station,1100,5541,1779860421
CARD-90885,CUST-1126,-2081.69,AED,BOGUS,Lulu Hypermarket,7761,5411,1782055461
CARD-90886,CUST-1062,227.33,AED,SETTLED,Careem,6628,4121,1781576601
CARD-90887,CUST-1279,3367.67,AED,SETTLED,Amazon.ae,7194,5999,1781428761
CARD-90888,CUST-1011,589.25,AED,SETTLED,Careem,2321,4121,1781361381
CARD-90889,CUST-1279,2048.5,AED,SETTLED,Noon.com,7801,5942,1781587041
CARD-90890,CUST-1252,3836.57,AED,SETTLED,Lulu Hypermarket,4508,5411,1781780301
CARD-90891,CUST-1217,1858.53,AED,SETTLED,Lulu Hypermarket,0458,5411,1781664801
CARD-90892,CUST-1155,49.02,AED,SETTLED,Careem,7282,4121,1781524761
CARD-90893,CUST-1234,1874.29,AED,SETTLED,Noon.com,0149,5942,1782139941
CARD-90894,CUST-1268,847.07,AED,SETTLED,Apple Store UAE,8405,5732,1781873781
CARD-90895,CUST-1288,2625.45,AED,SETTLED,Deliveroo UAE,7528,5814,1782006681
CARD-90896,CUST-1155,3140.92,AED,SETTLED,Talabat,1117,5814,1780644981
CARD-90897,CUST-1092,3850.41,AED,SETTLED,Careem,8306,4121,1780692021
CARD-90898,CUST-1297,2792.59,AED,SETTLED,Noon.com,9576,5942,1779802281
CARD-90899,CUST-1081,122.94,AED,SETTLED,Carrefour Dubai,1581,5411,1780126101
CARD-90900,CUST-1118,1908.27,AED,REVERSED,Namshi,3876,5651,1782211461
CARD-90901,CUST-1215,3570.43,AED,SETTLED,Sharaf DG,1014,5732,1780786341
CARD-90902,CUST-1191,296.16,AED,SETTLED,Sharaf DG,0482,5732,1781788041
CARD-90903,CUST-1068,1800.79,AED,AUTH,Sharaf DG,9400,5732,1780659141
CARD-90904,CUST-1146,1752.87,AED,SETTLED,ADNOC Station,3296,5541,1781014521
CARD-90905,CUST-1098,3235.65,AED,SETTLED,Apple Store UAE,9537,5732,1780610601
CARD-90906,CUST-1071,818.14,AED,SETTLED,Lulu Hypermarket,5891,5411,1781690901
CARD-90907,CUST-1270,1366.14,AED,SETTLED,Lulu Hypermarket,3115,5411,1781544561
CARD-90908,CUST-1182,2005.9,AED,SETTLED,ADNOC Station,9153,5541,1780467801
CARD-90909,CUST-1192,1712.91,AED,SETTLED,ADNOC Station,9324,5541,1781114601
CARD-90910,CUST-1255,408.15,AED,SETTLED,Talabat,0843,5814,1781140341
CARD-90911,CUST-1148,3286.2,AED,SETTLED,Amazon.ae,6396,5999,1780715601
CARD-90912,CUST-1038,3872.62,EUR,SETTLED,Booking.com,9426,4722,1779959601
CARD-90913,CUST-1204,2002.69,AED,SETTLED,IKEA UAE,0928,5712,1780344501
CARD-90914,CUST-1134,1886.56,AED,AUTH,IKEA UAE,0491,5712,1781985681
CARD-90915,CUST-1030,1341.49,AED,SETTLED,Amazon.ae,3346,5999,1780892001
CARD-90916,CUST-1031,3649.72,AED,SETTLED,Namshi,8086,5651,1781717181
CARD-90917,CUST-1018,2813.85,AED,SETTLED,IKEA UAE,1159,5712,1781630301
CARD-90918,CUST-1282,3717.81,AED,SETTLED,IKEA UAE,2121,5712,1782016221
CARD-90919,CUST-1115,1988.9,USD,AUTH,Amazon US,5738,5999,1781548701
CARD-90920,CUST-1028,90.67,AED,SETTLED,Amazon.ae,3214,5999,1780683501
CARD-90921,CUST-1009,2735.96,AED,SETTLED,Namshi,7899,5651,1780018881
CARD-90922,CUST-1218,505.32,AED,SETTLED,Sharaf DG,2257,5732,1781441241
CARD-90923,CUST-1188,3930.23,AED,SETTLED,IKEA UAE,3172,5712,1781484321
CARD-90924,CUST-1005,931.97,AED,SETTLED,Amazon.ae,6767,5999,1781884881
CARD-90925,CUST-1007,2274.35,AED,DECLINED,Apple Store UAE,4094,5732,1781105841
